workerid	q_explanation	trial_type	a_explanation	helpful	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
14	he needs to borrow a shirt (maybe he spilled something on his?)	clothes_sub	to see if this type of shirt would satisfy the need (does he need a fancier shirt, for example, because he&quotechars going to work)	0.75	English	1	Female	61		Yes	4	Windows	1080	1920	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KKG4CDWKIY44JZSFYCT5AFRF1T49I	14	Approved	Tue Nov 11 13:18:33 PST 2014	Mon Nov 10 20:33:21 PST 2014	Mon Nov 10 20:38:33 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	5.055916666666667
15	she ruined hers.	clothes_super	the other person wanted     Alice to know that he/she had appropriate clothes	0.51	English	2	Female	63	I misread car as cat but didn&quotechart realize it until I clicked next. Hopefully my correction went through:-)	Yes	4	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	39ZSFO5CA8WSRT6GGGUO78ROAJUJUG	15	Approved	Tue Nov 11 13:43:55 PST 2014	Mon Nov 10 20:54:13 PST 2014	Mon Nov 10 21:03:55 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	9.665083333333333
15	She had a craving for Mexican food.	foods_sub	because burritos are Mexican food.	1	English	2	Female	63	I misread car as cat but didn&quotechart realize it until I clicked next. Hopefully my correction went through:-)	Yes	4	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	39ZSFO5CA8WSRT6GGGUO78ROAJUJUG	15	Approved	Tue Nov 11 13:43:55 PST 2014	Mon Nov 10 20:54:13 PST 2014	Mon Nov 10 21:03:55 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	9.665083333333333
15	because she needed a ride	vehicles_sib	because their vehicle was a truck	0.9	English	2	Female	63	I misread car as cat but didn&quotechart realize it until I clicked next. Hopefully my correction went through:-)	Yes	4	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	39ZSFO5CA8WSRT6GGGUO78ROAJUJUG	15	Approved	Tue Nov 11 13:43:55 PST 2014	Mon Nov 10 20:54:13 PST 2014	Mon Nov 10 21:03:55 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	9.665083333333333
15	she liked dogs	pets_id	Alice asked.	1	English	2	Female	63	I misread car as cat but didn&quotechart realize it until I clicked next. Hopefully my correction went through:-)	Yes	4	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	39ZSFO5CA8WSRT6GGGUO78ROAJUJUG	15	Approved	Tue Nov 11 13:43:55 PST 2014	Mon Nov 10 20:54:13 PST 2014	Mon Nov 10 21:03:55 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	9.665083333333333
16	he wants to borrow a shirt	clothes_sub	they don&quotechart have a shirt,just a polo	0.49	Tagalog, english	1	Male	35	This experiment is somewhat hard. I don&quotechart know what to answer. I just go with my gut	Confused	2	Windows	1050	1680	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	374TNBHA8BVQUPUYL7BM7U9NK2XYQK	16	Approved	Tue Nov 11 13:58:57 PST 2014	Mon Nov 10 21:12:25 PST 2014	Mon Nov 10 21:18:57 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	6.44525
16	he has something useful for a dog	pets_sib	they really don&quotechart have a dog	0.5	Tagalog, english	1	Male	35	This experiment is somewhat hard. I don&quotechart know what to answer. I just go with my gut	Confused	2	Windows	1050	1680	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	374TNBHA8BVQUPUYL7BM7U9NK2XYQK	16	Approved	Tue Nov 11 13:58:57 PST 2014	Mon Nov 10 21:12:25 PST 2014	Mon Nov 10 21:18:57 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	6.44525
16	she wants to have a ride 	vehicles_id	he can take sally on his car	0.5	Tagalog, english	1	Male	35	This experiment is somewhat hard. I don&quotechart know what to answer. I just go with my gut	Confused	2	Windows	1050	1680	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	374TNBHA8BVQUPUYL7BM7U9NK2XYQK	16	Approved	Tue Nov 11 13:58:57 PST 2014	Mon Nov 10 21:12:25 PST 2014	Mon Nov 10 21:18:57 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	6.44525
16	bob wants mexican food	foods_super	they don&quotechart have mexican food, just food in general	0.01	Tagalog, english	1	Male	35	This experiment is somewhat hard. I don&quotechart know what to answer. I just go with my gut	Confused	2	Windows	1050	1680	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	374TNBHA8BVQUPUYL7BM7U9NK2XYQK	16	Approved	Tue Nov 11 13:58:57 PST 2014	Mon Nov 10 21:12:25 PST 2014	Mon Nov 10 21:18:57 PST 2014	Mon Nov 10 21:39:14 PST 2014					[]	{}	6.44525
17	he wants to know if I like them.	pets_sib	it directly answered Bob&quotechars question in saying he do NOT have a dog, a possibly prefers cats to dogs!??	0.92	English	2	Female	59	It was fun!  Thank you for the opportunity to participate...I hope I was helpful in your research!   Sherri - Dallas, TX	Yes	2	Windows	900	1600	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3C44YUNSI1P2W2YSPY9JU49CXI8PDF	17	Approved	Tue Nov 11 14:43:40 PST 2014	Mon Nov 10 21:58:24 PST 2014	Mon Nov 10 22:03:40 PST 2014	Tue Nov 11 00:07:45 PST 2014					[]	{}	5.238033333333333
17	he&quotechars being silly!	clothes_sub	he assuming Charles was being silly so wants to &quotecharone up him&quotechar with giving a high end brand.	0.61	English	2	Female	59	It was fun!  Thank you for the opportunity to participate...I hope I was helpful in your research!   Sherri - Dallas, TX	Yes	2	Windows	900	1600	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3C44YUNSI1P2W2YSPY9JU49CXI8PDF	17	Approved	Tue Nov 11 14:43:40 PST 2014	Mon Nov 10 21:58:24 PST 2014	Mon Nov 10 22:03:40 PST 2014	Tue Nov 11 00:07:45 PST 2014					[]	{}	5.238033333333333
17	he must enjoy that type of cuisine and is hungry for it.	foods_super	they don&quotechart have mexican food available.	0.91	English	2	Female	59	It was fun!  Thank you for the opportunity to participate...I hope I was helpful in your research!   Sherri - Dallas, TX	Yes	2	Windows	900	1600	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3C44YUNSI1P2W2YSPY9JU49CXI8PDF	17	Approved	Tue Nov 11 14:43:40 PST 2014	Mon Nov 10 21:58:24 PST 2014	Mon Nov 10 22:03:40 PST 2014	Tue Nov 11 00:07:45 PST 2014					[]	{}	5.238033333333333
17	she needs a ride to go somewhere.	vehicles_id	they didn&quotechart want to commit by asking if she needed a ride so simply answered her question with a yes.	0.94	English	2	Female	59	It was fun!  Thank you for the opportunity to participate...I hope I was helpful in your research!   Sherri - Dallas, TX	Yes	2	Windows	900	1600	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3C44YUNSI1P2W2YSPY9JU49CXI8PDF	17	Approved	Tue Nov 11 14:43:40 PST 2014	Mon Nov 10 21:58:24 PST 2014	Mon Nov 10 22:03:40 PST 2014	Tue Nov 11 00:07:45 PST 2014					[]	{}	5.238033333333333
18	to ask for ride.	vehicles_super	To see if I need a ride.	0.84	english	2	Female	39		Yes	2	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	382M9COHEHFKGDKO2FJXASEW6COUEZ	18	Approved	Tue Nov 11 22:57:44 PST 2014	Tue Nov 11 06:13:00 PST 2014	Tue Nov 11 06:17:44 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	4.697866666666667
18	to have something to talk about.	pets_id	to see if we have things in common.	0.51	english	2	Female	39		Yes	2	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	382M9COHEHFKGDKO2FJXASEW6COUEZ	18	Approved	Tue Nov 11 22:57:44 PST 2014	Tue Nov 11 06:13:00 PST 2014	Tue Nov 11 06:17:44 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	4.697866666666667
18	She like mexican food.	foods_sib	to brag.	0.14	english	2	Female	39		Yes	2	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	382M9COHEHFKGDKO2FJXASEW6COUEZ	18	Approved	Tue Nov 11 22:57:44 PST 2014	Tue Nov 11 06:13:00 PST 2014	Tue Nov 11 06:17:44 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	4.697866666666667
18	he needs a shirt.	clothes_sub	to see if you need a shirt.	0.31	english	2	Female	39		Yes	2	Windows	768	1366	Chrome	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	382M9COHEHFKGDKO2FJXASEW6COUEZ	18	Approved	Tue Nov 11 22:57:44 PST 2014	Tue Nov 11 06:13:00 PST 2014	Tue Nov 11 06:17:44 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	4.697866666666667
19	Charles wanted some mexican food.	foods_id	they had mexican food and were willing to share.	1	English	1	Female	23		Yes	2	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3Z4AIRP3C6DDDGK7VWZ5NFU6BLSX12	19	Approved	Wed Nov 12 04:31:12 PST 2014	Tue Nov 11 11:47:10 PST 2014	Tue Nov 11 11:51:12 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	3.9910666666666668
19	Sally might be allergic to dogs or not like them very much	pets_sub	Because she wanted to keep Sally informed.	0.98	English	1	Female	23		Yes	2	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3Z4AIRP3C6DDDGK7VWZ5NFU6BLSX12	19	Approved	Wed Nov 12 04:31:12 PST 2014	Tue Nov 11 11:47:10 PST 2014	Tue Nov 11 11:51:12 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	3.9910666666666668
19	Sally might need a ride.	vehicles_sib	Because it is not a "car" but it is a motor vehicle.	0.99	English	1	Female	23		Yes	2	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3Z4AIRP3C6DDDGK7VWZ5NFU6BLSX12	19	Approved	Wed Nov 12 04:31:12 PST 2014	Tue Nov 11 11:47:10 PST 2014	Tue Nov 11 11:51:12 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	3.9910666666666668
19	Maybe she spilled something on her shirt and wants to borrow one.	clothes_super	they aren&quotechart very open about what they do and don&quotechart have.	0.22	English	1	Female	23		Yes	2	Windows	768	1366	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3Z4AIRP3C6DDDGK7VWZ5NFU6BLSX12	19	Approved	Wed Nov 12 04:31:12 PST 2014	Tue Nov 11 11:47:10 PST 2014	Tue Nov 11 11:51:12 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	3.9910666666666668
20	She needs a ride.	vehicles_sub	To impress the person	0.54	English	2	Female	29		Yes	3	iPhone/iPod	568	320	Safari	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	31LM9EDVOLSFW3M7JFI2TDZU3OKJNA	20	Approved	Wed Nov 12 04:35:46 PST 2014	Tue Nov 11 11:50:36 PST 2014	Tue Nov 11 11:55:46 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	5.1199
20	She likes dogs.	pets_super	They don&quotechart have a dog.	0.16	English	2	Female	29		Yes	3	iPhone/iPod	568	320	Safari	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	31LM9EDVOLSFW3M7JFI2TDZU3OKJNA	20	Approved	Wed Nov 12 04:35:46 PST 2014	Tue Nov 11 11:50:36 PST 2014	Tue Nov 11 11:55:46 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	5.1199
20	She&quotechars hungry and likes mexican food.	foods_sib	Because they do not have mexican food.	0.32	English	2	Female	29		Yes	3	iPhone/iPod	568	320	Safari	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	31LM9EDVOLSFW3M7JFI2TDZU3OKJNA	20	Approved	Wed Nov 12 04:35:46 PST 2014	Tue Nov 11 11:50:36 PST 2014	Tue Nov 11 11:55:46 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	5.1199
20	He wants to borrow one.	clothes_id	They have a shirt.	0.98	English	2	Female	29		Yes	3	iPhone/iPod	568	320	Safari	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	31LM9EDVOLSFW3M7JFI2TDZU3OKJNA	20	Approved	Wed Nov 12 04:35:46 PST 2014	Tue Nov 11 11:50:36 PST 2014	Tue Nov 11 11:55:46 PST 2014	Tue Nov 11 12:18:09 PST 2014					[]	{}	5.1199
21	she may want to be driven to a destination.	vehicles_super	they want to answer her question with confirmation of her question.	0.97	English	2	Female	18	It was different from most HITs I have done. It also made me think about why others may respond to questions a certain way.	Yes	1	Windows	1024	1280	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3VNXK88KKCI3YWI7ZUDGE0F4TNFV9F	21	Approved	Wed Nov 12 05:41:16 PST 2014	Tue Nov 11 12:55:39 PST 2014	Tue Nov 11 13:01:16 PST 2014	Tue Nov 11 17:17:35 PST 2014					[]	{}	5.5852
21	he wants a dog.	pets_sib	they may think he wants to know if they have any type of pet in general.	0.37	English	2	Female	18	It was different from most HITs I have done. It also made me think about why others may respond to questions a certain way.	Yes	1	Windows	1024	1280	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3VNXK88KKCI3YWI7ZUDGE0F4TNFV9F	21	Approved	Wed Nov 12 05:41:16 PST 2014	Tue Nov 11 12:55:39 PST 2014	Tue Nov 11 13:01:16 PST 2014	Tue Nov 11 17:17:35 PST 2014					[]	{}	5.5852
21	she may want to eat Mexican food.	foods_sub	Sally may want a certain kind of Mexican food.	0.63	English	2	Female	18	It was different from most HITs I have done. It also made me think about why others may respond to questions a certain way.	Yes	1	Windows	1024	1280	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3VNXK88KKCI3YWI7ZUDGE0F4TNFV9F	21	Approved	Wed Nov 12 05:41:16 PST 2014	Tue Nov 11 12:55:39 PST 2014	Tue Nov 11 13:01:16 PST 2014	Tue Nov 11 17:17:35 PST 2014					[]	{}	5.5852
21	he may need a shirt.	clothes_id	he may want to offer one.	0.91	English	2	Female	18	It was different from most HITs I have done. It also made me think about why others may respond to questions a certain way.	Yes	1	Windows	1024	1280	Firefox	3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3KBQBQZF89AL22659EIW0ZZG7AIPA8	Questions and Answers	Participate in a 3-5 minute cognitive science study about how people ask and answer questions!	language research stanford fun cognitive science university	$0.10	Mon Nov 10 09:37:13 PST 2014	30	5	0	25	Reviewable	NotReviewed	1 cond	1800	60000	Tue Nov 11 17:50:07 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3PKJ68EHDNWK0N22QFINZA7F5VAHJJ	3VNXK88KKCI3YWI7ZUDGE0F4TNFV9F	21	Approved	Wed Nov 12 05:41:16 PST 2014	Tue Nov 11 12:55:39 PST 2014	Tue Nov 11 13:01:16 PST 2014	Tue Nov 11 17:17:35 PST 2014					[]	{}	5.5852
